username,review,rating,date,likes,sentiment,language,case_folding,cleaning,token,stopword,stemming,processed_text
Risa Afriani,aplikasi nya bagus bnget loh buruan cobain jngn sampai ketinggalan,5,2025-11-12 06:41:39,10,positif,id,aplikasi nya bagus bnget loh buruan cobain jngn sampai ketinggalan,aplikasi nya bagus bnget loh buruan cobain jngn sampai ketinggalan,"['aplikasi', 'nya', 'bagus', 'bnget', 'loh', 'buruan', 'cobain', 'jngn', 'sampai', 'ketinggalan']","['aplikasi', 'nya', 'bagus', 'bnget', 'loh', 'buruan', 'cobain', 'jngn', 'ketinggalan']","['aplikasi', 'nya', 'bagus', 'bnget', 'loh', 'buru', 'cobain', 'jngn', 'tinggal']",aplikasi nya bagus bnget loh buru cobain jngn tinggal
-Ravi Gravian -,verification continues to fail even though it meets the requirements,1,2025-11-09 16:21:48,0,negatif,en,verification continues to fail even though it meets the requirements,verification continues to fail even though it meets the requirements,"['verification', 'continues', 'to', 'fail', 'even', 'though', 'it', 'meets', 'the', 'requirements']","['verification', 'continues', 'fail', 'even', 'though', 'meets', 'requirements']","['verif', 'continu', 'fail', 'even', 'though', 'meet', 'requir']",verif continu fail even though meet requir
Erlangga Abimanyu,"memuaskan bngttt buat yg cuma dirumah tidur ajaa, app ini cocok buat kalian kerjaa dirumah",5,2025-10-30 04:56:55,43,positif,id,"memuaskan bngttt buat yg cuma dirumah tidur ajaa, app ini cocok buat kalian kerjaa dirumah",memuaskan bngttt buat yg cuma dirumah tidur ajaa app ini cocok buat kalian kerjaa dirumah,"['memuaskan', 'bngttt', 'buat', 'yg', 'cuma', 'dirumah', 'tidur', 'ajaa', 'app', 'ini', 'cocok', 'buat', 'kalian', 'kerjaa', 'dirumah']","['memuaskan', 'bngttt', 'yg', 'dirumah', 'tidur', 'ajaa', 'app', 'cocok', 'kerjaa', 'dirumah']","['muas', 'bngttt', 'yg', 'rumah', 'tidur', 'ajaa', 'app', 'cocok', 'kerjaa', 'rumah']",muas bngttt yg rumah tidur ajaa app cocok kerjaa rumah
Adliyyah Adliyyah nur alnissah,Aplikasinya memiliki nominasi yg berguna,5,2025-10-20 10:02:51,0,positif,id,aplikasinya memiliki nominasi yg berguna,aplikasinya memiliki nominasi yg berguna,"['aplikasinya', 'memiliki', 'nominasi', 'yg', 'berguna']","['aplikasinya', 'memiliki', 'nominasi', 'yg', 'berguna']","['aplikasi', 'milik', 'nominasi', 'yg', 'guna']",aplikasi milik nominasi yg guna
Anastasia Devi,"nyerah saya sama aplikasi satu ini, uda punya lama, trus tiba2 akun di hold suruh verifikasi id, uda pake semua id foto dengan sesuai petunjuk tp ttp failed terus, dari bulan apa sampe skrng masih di hold aja. capek!!",1,2025-10-11 06:10:09,108,negatif,id,"nyerah saya sama aplikasi satu ini, uda punya lama, trus tiba2 akun di hold suruh verifikasi id, uda pake semua id foto dengan sesuai petunjuk tp ttp failed terus, dari bulan apa sampe skrng masih di hold aja. capek!!",nyerah saya sama aplikasi satu ini uda punya lama trus tiba akun di hold suruh verifikasi id uda pake semua id foto dengan sesuai petunjuk tp ttp failed terus dari bulan apa sampe skrng masih di hold aja capek,"['nyerah', 'saya', 'sama', 'aplikasi', 'satu', 'ini', 'uda', 'punya', 'lama', 'trus', 'tiba', 'akun', 'di', 'hold', 'suruh', 'verifikasi', 'id', 'uda', 'pake', 'semua', 'id', 'foto', 'dengan', 'sesuai', 'petunjuk', 'tp', 'ttp', 'failed', 'terus', 'dari', 'bulan', 'apa', 'sampe', 'skrng', 'masih', 'di', 'hold', 'aja', 'capek']","['nyerah', 'aplikasi', 'uda', 'trus', 'akun', 'hold', 'suruh', 'verifikasi', 'id', 'uda', 'pake', 'id', 'foto', 'sesuai', 'petunjuk', 'tp', 'ttp', 'failed', 'sampe', 'skrng', 'hold', 'aja', 'capek']","['nyerah', 'aplikasi', 'uda', 'trus', 'akun', 'hold', 'suruh', 'verifikasi', 'id', 'uda', 'pake', 'id', 'foto', 'sesuai', 'tunjuk', 'tp', 'ttp', 'failed', 'sampe', 'skrng', 'hold', 'aja', 'capek']",nyerah aplikasi uda trus akun hold suruh verifikasi id uda pake id foto sesuai tunjuk tp ttp failed sampe skrng hold aja capek
Irene Kharisma,"freelance adalah cari kerja bukan donatur ,meski membayar apa dijamin dapat job atau contract nya, be smart guys , normalnya kalo freelance dapet job kan bisa dipotong dari penghasilan ibaratnya pajak atau fee lah.",1,2025-10-04 04:23:54,1,negatif,id,"freelance adalah cari kerja bukan donatur ,meski membayar apa dijamin dapat job atau contract nya, be smart guys , normalnya kalo freelance dapet job kan bisa dipotong dari penghasilan ibaratnya pajak atau fee lah.",freelance adalah cari kerja bukan donatur meski membayar apa dijamin dapat job atau contract nya be smart guys  normalnya kalo freelance dapet job kan bisa dipotong dari penghasilan ibaratnya pajak atau fee lah,"['freelance', 'adalah', 'cari', 'kerja', 'bukan', 'donatur', 'meski', 'membayar', 'apa', 'dijamin', 'dapat', 'job', 'atau', 'contract', 'nya', 'be', 'smart', 'guys', 'normalnya', 'kalo', 'freelance', 'dapet', 'job', 'kan', 'bisa', 'dipotong', 'dari', 'penghasilan', 'ibaratnya', 'pajak', 'atau', 'fee', 'lah']","['freelance', 'cari', 'kerja', 'donatur', 'membayar', 'dijamin', 'job', 'contract', 'nya', 'be', 'smart', 'guys', 'normalnya', 'kalo', 'freelance', 'dapet', 'job', 'dipotong', 'penghasilan', 'pajak', 'fee']","['freelance', 'cari', 'kerja', 'donatur', 'bayar', 'jamin', 'job', 'contract', 'nya', 'be', 'smart', 'guys', 'normal', 'kalo', 'freelance', 'dapet', 'job', 'potong', 'hasil', 'pajak', 'fee']",freelance cari kerja donatur bayar jamin job contract nya be smart guys normal kalo freelance dapet job potong hasil pajak fee
lia lia,punya aku kok ga bisa login ya,1,2025-09-20 15:33:01,1,negatif,id,punya aku kok ga bisa login ya,punya aku kok ga bisa login ya,"['punya', 'aku', 'kok', 'ga', 'bisa', 'login', 'ya']","['ga', 'login', 'ya']","['ga', 'login', 'ya']",ga login ya
Adam Ralassyam,bayar dulu baru dapet kerja,1,2025-09-19 11:59:09,0,negatif,id,bayar dulu baru dapet kerja,bayar dulu baru dapet kerja,"['bayar', 'dulu', 'baru', 'dapet', 'kerja']","['bayar', 'dapet', 'kerja']","['bayar', 'dapet', 'kerja']",bayar dapet kerja
Mustain,good apps,5,2025-09-14 06:01:56,0,positif,en,good apps,good apps,"['good', 'apps']","['good', 'apps']","['good', 'app']",good app
Pengangguran Elite,"connect mahal sekali,bagi freelancer yang aka memulai itu sangat memberatkan,tolong dikaji lagi",3,2025-09-12 07:32:56,47,netral,id,"connect mahal sekali,bagi freelancer yang aka memulai itu sangat memberatkan,tolong dikaji lagi",connect mahal sekalibagi freelancer yang aka memulai itu sangat memberatkantolong dikaji lagi,"['connect', 'mahal', 'sekalibagi', 'freelancer', 'yang', 'aka', 'memulai', 'itu', 'sangat', 'memberatkantolong', 'dikaji', 'lagi']","['connect', 'mahal', 'sekalibagi', 'freelancer', 'aka', 'memberatkantolong', 'dikaji']","['connect', 'mahal', 'sekalibagi', 'freelancer', 'aka', 'memberatkantolong', 'kaji']",connect mahal sekalibagi freelancer aka memberatkantolong kaji
Anaya azzhara,sangat memuaskan,5,2025-09-07 06:30:04,1,positif,id,sangat memuaskan,sangat memuaskan,"['sangat', 'memuaskan']",['memuaskan'],['muas'],muas
alya wikarta,"masih newbie, belum pecah telur disini tapi aku kasih bintang 5 aja siapa tau abis ini pecah telur",5,2025-09-03 04:45:37,0,positif,id,"masih newbie, belum pecah telur disini tapi aku kasih bintang 5 aja siapa tau abis ini pecah telur",masih newbie belum pecah telur disini tapi aku kasih bintang  aja siapa tau abis ini pecah telur,"['masih', 'newbie', 'belum', 'pecah', 'telur', 'disini', 'tapi', 'aku', 'kasih', 'bintang', 'aja', 'siapa', 'tau', 'abis', 'ini', 'pecah', 'telur']","['newbie', 'pecah', 'telur', 'kasih', 'bintang', 'aja', 'tau', 'abis', 'pecah', 'telur']","['newbie', 'pecah', 'telur', 'kasih', 'bintang', 'aja', 'tau', 'abis', 'pecah', 'telur']",newbie pecah telur kasih bintang aja tau abis pecah telur
Aji Sadewa,"it's too hard to get a project, we have to pay upfront but there's no guarantee",3,2025-08-26 13:10:16,0,netral,en,"it's too hard to get a project, we have to pay upfront but there's no guarantee",its too hard to get a project we have to pay upfront but theres no guarantee,"['its', 'too', 'hard', 'to', 'get', 'a', 'project', 'we', 'have', 'to', 'pay', 'upfront', 'but', 'theres', 'no', 'guarantee']","['hard', 'get', 'project', 'pay', 'upfront', 'theres', 'guarantee']","['hard', 'get', 'project', 'pay', 'upfront', 'there', 'guarante']",hard get project pay upfront there guarante
Anananna Apalana,Suddenly my account was banned even though I didn't do anything wrong.,1,2025-08-22 23:23:57,0,negatif,en,suddenly my account was banned even though i didn't do anything wrong.,suddenly my account was banned even though i didnt do anything wrong,"['suddenly', 'my', 'account', 'was', 'banned', 'even', 'though', 'i', 'didnt', 'do', 'anything', 'wrong']","['suddenly', 'account', 'banned', 'even', 'though', 'didnt', 'anything', 'wrong']","['suddenli', 'account', 'ban', 'even', 'though', 'didnt', 'anyth', 'wrong']",suddenli account ban even though didnt anyth wrong
Rahma Pratiwi,its easy to use,5,2025-08-21 12:20:52,0,positif,en,its easy to use,its easy to use,"['its', 'easy', 'to', 'use']","['easy', 'use']","['easi', 'use']",easi use
Tedy Rendra,Animation when open the app waste my time,1,2025-08-11 08:05:19,1,negatif,en,animation when open the app waste my time,animation when open the app waste my time,"['animation', 'when', 'open', 'the', 'app', 'waste', 'my', 'time']","['animation', 'open', 'app', 'waste', 'time']","['anim', 'open', 'app', 'wast', 'time']",anim open app wast time
Bobby Wildan Firdaus,"lucu sekarang mau cari kerjaan malah bayar duluan, itupun gak tentu dapat kerjaan nya. udah kayak pemerintah Konoha aja ini aplikasi",1,2025-08-08 11:13:38,67,negatif,id,"lucu sekarang mau cari kerjaan malah bayar duluan, itupun gak tentu dapat kerjaan nya. udah kayak pemerintah konoha aja ini aplikasi",lucu sekarang mau cari kerjaan malah bayar duluan itupun gak tentu dapat kerjaan nya udah kayak pemerintah konoha aja ini aplikasi,"['lucu', 'sekarang', 'mau', 'cari', 'kerjaan', 'malah', 'bayar', 'duluan', 'itupun', 'gak', 'tentu', 'dapat', 'kerjaan', 'nya', 'udah', 'kayak', 'pemerintah', 'konoha', 'aja', 'ini', 'aplikasi']","['lucu', 'cari', 'kerjaan', 'bayar', 'duluan', 'itupun', 'gak', 'kerjaan', 'nya', 'udah', 'kayak', 'pemerintah', 'konoha', 'aja', 'aplikasi']","['lucu', 'cari', 'kerja', 'bayar', 'duluan', 'itu', 'gak', 'kerja', 'nya', 'udah', 'kayak', 'perintah', 'konoha', 'aja', 'aplikasi']",lucu cari kerja bayar duluan itu gak kerja nya udah kayak perintah konoha aja aplikasi
Alfan Masyhuri,pekerjaan harus bayar,1,2025-08-02 21:58:12,0,negatif,id,pekerjaan harus bayar,pekerjaan harus bayar,"['pekerjaan', 'harus', 'bayar']","['pekerjaan', 'bayar']","['kerja', 'bayar']",kerja bayar
Bayu Andika,nyari uang malah suruh bayar,1,2025-07-22 12:40:26,0,negatif,id,nyari uang malah suruh bayar,nyari uang malah suruh bayar,"['nyari', 'uang', 'malah', 'suruh', 'bayar']","['nyari', 'uang', 'suruh', 'bayar']","['nyari', 'uang', 'suruh', 'bayar']",nyari uang suruh bayar
fardannn Nur akbar,bikin akun doang susah,1,2025-07-21 09:01:14,0,negatif,id,bikin akun doang susah,bikin akun doang susah,"['bikin', 'akun', 'doang', 'susah']","['bikin', 'akun', 'doang', 'susah']","['bikin', 'akun', 'doang', 'susah']",bikin akun doang susah
Bosi Manurung,Awesome apps,5,2025-07-20 11:17:49,0,positif,en,awesome apps,awesome apps,"['awesome', 'apps']","['awesome', 'apps']","['awesom', 'app']",awesom app
Nisrinana28,gk bisa upload profil gagal terus gimana si aplikasinya jelek bgt,3,2025-07-13 13:06:51,4,netral,id,gk bisa upload profil gagal terus gimana si aplikasinya jelek bgt,gk bisa upload profil gagal terus gimana si aplikasinya jelek bgt,"['gk', 'bisa', 'upload', 'profil', 'gagal', 'terus', 'gimana', 'si', 'aplikasinya', 'jelek', 'bgt']","['gk', 'upload', 'profil', 'gagal', 'gimana', 'si', 'aplikasinya', 'jelek', 'bgt']","['gk', 'upload', 'profil', 'gagal', 'gimana', 'si', 'aplikasi', 'jelek', 'bgt']",gk upload profil gagal gimana si aplikasi jelek bgt
dhervin,makin kesini connect gratis semakin dikit.,1,2025-07-13 03:40:27,0,negatif,id,makin kesini connect gratis semakin dikit.,makin kesini connect gratis semakin dikit,"['makin', 'kesini', 'connect', 'gratis', 'semakin', 'dikit']","['kesini', 'connect', 'gratis', 'dikit']","['kesini', 'connect', 'gratis', 'dikit']",kesini connect gratis dikit
Isa Anshori,Sumber income baru... Bismillah,5,2025-07-08 16:04:27,0,positif,id,sumber income baru... bismillah,sumber income baru bismillah,"['sumber', 'income', 'baru', 'bismillah']","['sumber', 'income', 'bismillah']","['sumber', 'income', 'bismillah']",sumber income bismillah
Ikhsanuddin Fahmi,"Unfriendly application for freelancers, if the job has expired the conncets you have to bid on the offer are not returned.",1,2025-07-08 16:02:44,0,negatif,en,"unfriendly application for freelancers, if the job has expired the conncets you have to bid on the offer are not returned.",unfriendly application for freelancers if the job has expired the conncets you have to bid on the offer are not returned,"['unfriendly', 'application', 'for', 'freelancers', 'if', 'the', 'job', 'has', 'expired', 'the', 'conncets', 'you', 'have', 'to', 'bid', 'on', 'the', 'offer', 'are', 'not', 'returned']","['unfriendly', 'application', 'freelancers', 'job', 'expired', 'conncets', 'bid', 'offer', 'returned']","['unfriendli', 'applic', 'freelanc', 'job', 'expir', 'conncet', 'bid', 'offer', 'return']",unfriendli applic freelanc job expir conncet bid offer return
Muhammad Kays Reza Fahlefy,Kalau mau connect berbayar,4,2025-07-04 14:39:40,1,positif,id,kalau mau connect berbayar,kalau mau connect berbayar,"['kalau', 'mau', 'connect', 'berbayar']","['connect', 'berbayar']","['connect', 'bayar']",connect bayar
Syeh Firmansyah,"Thank you for the application, because I can increase my income from here",5,2025-07-04 14:31:03,0,positif,en,"thank you for the application, because i can increase my income from here",thank you for the application because i can increase my income from here,"['thank', 'you', 'for', 'the', 'application', 'because', 'i', 'can', 'increase', 'my', 'income', 'from', 'here']","['thank', 'application', 'increase', 'income']","['thank', 'applic', 'increas', 'incom']",thank applic increas incom
Jend Raden,"Apk/web kocak menu kyc syulit bener nyarinya, kyc ggl mau di ulang kaga Nemu"" menu kyc nya tolong di perbaiki untuk menu kyc agar mudah di ketahui",1,2025-07-03 17:18:33,27,negatif,id,"apk/web kocak menu kyc syulit bener nyarinya, kyc ggl mau di ulang kaga nemu"" menu kyc nya tolong di perbaiki untuk menu kyc agar mudah di ketahui",apkweb kocak menu kyc syulit bener nyarinya kyc ggl mau di ulang kaga nemu menu kyc nya tolong di perbaiki untuk menu kyc agar mudah di ketahui,"['apkweb', 'kocak', 'menu', 'kyc', 'syulit', 'bener', 'nyarinya', 'kyc', 'ggl', 'mau', 'di', 'ulang', 'kaga', 'nemu', 'menu', 'kyc', 'nya', 'tolong', 'di', 'perbaiki', 'untuk', 'menu', 'kyc', 'agar', 'mudah', 'di', 'ketahui']","['apkweb', 'kocak', 'menu', 'kyc', 'syulit', 'bener', 'nyarinya', 'kyc', 'ggl', 'ulang', 'kaga', 'nemu', 'menu', 'kyc', 'nya', 'tolong', 'perbaiki', 'menu', 'kyc', 'mudah', 'ketahui']","['apkweb', 'kocak', 'menu', 'kyc', 'syulit', 'bener', 'nyarinya', 'kyc', 'ggl', 'ulang', 'kaga', 'nemu', 'menu', 'kyc', 'nya', 'tolong', 'baik', 'menu', 'kyc', 'mudah', 'tahu']",apkweb kocak menu kyc syulit bener nyarinya kyc ggl ulang kaga nemu menu kyc nya tolong baik menu kyc mudah tahu
Tatum Christian,ini seriusan mau apply jobnya harus bayar???,3,2025-07-03 01:48:56,0,netral,id,ini seriusan mau apply jobnya harus bayar???,ini seriusan mau apply jobnya harus bayar,"['ini', 'seriusan', 'mau', 'apply', 'jobnya', 'harus', 'bayar']","['seriusan', 'apply', 'jobnya', 'bayar']","['serius', 'apply', 'jobnya', 'bayar']",serius apply jobnya bayar
Aulyna Nashri,belum dapet clien. tapi so far bagus aja sih gampang dipelajari. dulu dapet gratis connects buat yg baru join sekarang semua connects berbayar. nanti kalo udah sukses di upwork aku update lagi ratenya,4,2025-06-24 05:24:00,27,positif,id,belum dapet clien. tapi so far bagus aja sih gampang dipelajari. dulu dapet gratis connects buat yg baru join sekarang semua connects berbayar. nanti kalo udah sukses di upwork aku update lagi ratenya,belum dapet clien tapi so far bagus aja sih gampang dipelajari dulu dapet gratis connects buat yg baru join sekarang semua connects berbayar nanti kalo udah sukses di upwork aku update lagi ratenya,"['belum', 'dapet', 'clien', 'tapi', 'so', 'far', 'bagus', 'aja', 'sih', 'gampang', 'dipelajari', 'dulu', 'dapet', 'gratis', 'connects', 'buat', 'yg', 'baru', 'join', 'sekarang', 'semua', 'connects', 'berbayar', 'nanti', 'kalo', 'udah', 'sukses', 'di', 'upwork', 'aku', 'update', 'lagi', 'ratenya']","['dapet', 'clien', 'so', 'far', 'bagus', 'aja', 'sih', 'gampang', 'dipelajari', 'dapet', 'gratis', 'connects', 'yg', 'join', 'connects', 'berbayar', 'kalo', 'udah', 'sukses', 'upwork', 'update', 'ratenya']","['dapet', 'clien', 'so', 'far', 'bagus', 'aja', 'sih', 'gampang', 'ajar', 'dapet', 'gratis', 'connects', 'yg', 'join', 'connects', 'bayar', 'kalo', 'udah', 'sukses', 'upwork', 'update', 'ratenya']",dapet clien so far bagus aja sih gampang ajar dapet gratis connects yg join connects bayar kalo udah sukses upwork update ratenya
